material,number_of_elements,mean_Valence,wtd_mean_Valence,std_Valence,wtd_std_Valence,entropy_Valence,wtd_entropy_Valence,mean_fie,wtd_mean_fie,std_fie,wtd_std_fie,entropy_fie,wtd_entropy_fie,mean_ElectronAffinity,wtd_mean_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,mean_atomic_radius,wtd_mean_atomic_radius,mean_atomic_mass,wtd_mean_atomic_mass,gmean_FusionHeat,wtd_gmean_FusionHeat,mean_FusionHeat,wtd_mean_FusionHeat,gmean_Valence,wtd_gmean_Valence,range_Valence,wtd_range_Valence,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,gmean_fie,wtd_gmean_fie,range_fie,wtd_range_fie,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,max,mean,min
Ba2Yb1Cu3O6.66,4,2.25,2.078988942,0.433012702,0.269721502,1.368922361,1.215594946,790.9,994.3322275,313.5604487,344.2348863,1.313694032,0.907308573,82.3375,109.885466,51.12571974,47.55486058,1.1640132,0.817220173,167.0,117.1153239,97.4816,58.83902085,3.658484721,1.360146644,7.2555,5.093090047,2.213363839,2.065091304,1,0.815165877,70.11038829,37.60280848,1.15476159,1.333939799,157.0546,13.27788278,61.42030895,54.5373379,737.8649195,927.6227174,810.6,643.1473934,140.611449,91.53618022,1.254608592,1.341794259,205,22.4328594,79.16122788,80.5182128,4760.35725,3197.434213,737.1454363,75.81387222,1.034303232,0.872785668,8958.571,2122.471,3358.667796,3762.491786,60.72149283,88.8584949,127.05,72.52369668,1.103564404,0.987969762,12.878,2.987478673,4.592933785,5.435630236,114.256645,100.7248833,9.294756569,1.29358533,0.454622773,0.265779532,399.97342,94.77274701,165.5495976,167.154172,65.3,65.3,65.3
Bi0.066Mo0.264Cu2.67Sr2Y1O7.32,6,3.333333333,2.169219219,1.598610508,0.638867469,1.683108957,1.375690562,768.3666667,1016.638183,251.6843967,332.6901814,1.744464345,0.946299996,77.68833333,107.5742342,47.3640125,51.93388185,1.564261808,0.773410791,159.5,108.7168168,93.50194167,44.29845529,6.858429591,1.305204165,13.27033333,5.57248048,2.993795166,2.11679252,4,1.074324324,73.59023948,32.50299944,1.599960089,1.548039111,192.981,12.12066769,58.16791798,33.65735319,736.1057343,955.9477814,764.1,718.1306757,143.630435,86.91295335,1.712425757,1.488568185,171,32.17432432,57.9389046,71.0888987,6020.5715,2779.65918,1572.853568,58.11621312,1.506974999,1.079190035,10278.571,1795.25073,3895.304843,3670.752374,53.56082222,76.11692167,135.97,77.85148649,1.453600832,1.364862475,35.778,2.571891892,10.98346335,7.001099781,99.83776333,89.52091333,13.84223188,1.064059775,0.933747629,0.437707706,399.97342,80.16557315,142.0642617,156.993519,31.0,31.0,31.0
Bi0.132Mo0.198Cu2.67Sr2Y1O7.2,6,3.333333333,2.165757576,1.598610508,0.615046341,1.683108957,1.389742909,768.3666667,1014.033576,251.6843967,332.9035275,1.744464345,0.956589283,77.68833333,107.3532273,47.3640125,52.01707638,1.564261808,0.784889345,159.5,109.0337879,93.50194167,45.12082142,6.858429591,1.318493335,13.27033333,5.495621212,2.993795166,2.115955166,4,1.040909091,73.59023948,32.84066013,1.599960089,1.571550523,192.981,11.83635758,58.16791798,35.46005195,736.1057343,953.3173845,764.1,709.2073636,143.630435,87.25924473,1.712425757,1.492032055,171,31.75181818,57.9389046,70.98451332,6020.5715,2802.415818,1572.853568,60.09228509,1.506974999,1.093596399,10278.571,1811.584182,3895.304843,3672.870733,53.56082222,75.77263221,135.97,76.80027273,1.453600832,1.365732808,35.778,2.540772727,10.98346335,6.686372458,99.83776333,89.67949818,13.84223188,1.084760281,0.933747629,0.416141952,399.97342,80.89459273,142.0642617,157.5410402,29.0,29.0,29.0
Bi0.1485Mo0.1815Cu2.67Sr2Y1O7.21,6,3.333333333,2.164383043,1.598610508,0.608017479,1.683108957,1.389590748,768.3666667,1014.282578,251.6843967,332.8573741,1.744464345,0.956313653,77.68833333,107.4039402,47.3640125,51.99508403,1.564261808,0.78536132,159.5,108.9288796,93.50194167,45.239945,6.858429591,1.314752857,13.27033333,5.46027782,2.993795166,2.115383103,4,1.035389856,73.59023948,32.85471162,1.599960089,1.574810242,192.981,11.94725662,58.16791798,35.88035565,736.1057343,953.5795598,764.1,708.7865519,143.630435,87.18881985,1.712425757,1.491789027,171,31.5491673,57.9389046,70.92988439,6020.5715,2799.670938,1572.853568,59.91871094,1.506974999,1.094724282,10278.571,1810.211727,3895.304843,3671.058619,53.56082222,75.83097769,135.97,76.78766086,1.453600832,1.363831717,35.778,2.526599546,10.98346335,6.600587277,99.83776333,89.44800468,13.84223188,1.077868249,0.933747629,0.410300232,399.97342,80.83333522,142.0642617,157.5173542,20.6,20.6,20.6
Bi0.2Pb0.4S0.4Sr2Ca0.7Nd0.3Cu2O6.99,8,3.25,2.25404157,1.479019946,0.844383829,1.981791225,1.628483989,768.1375,1013.461047,248.4554585,334.5282655,2.031582219,1.104985028,81.8875,106.3028483,65.46251461,57.72748669,1.719318784,0.918124924,149.5,106.7066975,99.96635,47.95974488,4.344378763,1.184084026,6.79525,4.3602602,2.951568117,2.163640901,4,1.006928406,71.91010724,32.68171025,1.81027495,1.843791995,192.981,12.50300231,72.51722443,47.27029329,734.2657899,951.2879538,781.6,695.765127,135.9525286,86.05901802,2.002231904,1.71192974,171,31.51655119,55.10671465,69.00171954,5403.928625,2590.761256,1728.101354,58.46486909,1.738663817,1.43513405,11338.571,1378.753756,4080.550597,3678.118141,44.43627662,66.85025523,197.63,76.47159353,1.84942879,1.466385201,12.878,1.963664357,4.095016842,5.000660131,86.9039475,79.36626591,9.608027285,0.962213792,1.122307,0.747561198,399.97342,61.57952271,133.4094609,143.9611876,78.0,78.0,78.0
Bi0.33Hg0.67Sr2Y0.5Ca0.5Cu2O7,7,2.571428571,2.114615385,1.049781318,0.503772161,1.875121856,1.499933191,788.6857143,1022.159769,255.9842207,328.6448873,1.897440535,1.099878274,56.87142857,99.957,55.62901618,58.45525206,1.401186056,0.717530432,161.7142857,109.9046154,100.8170929,52.47527362,4.774254495,1.202864087,7.778857143,4.527330769,2.415652516,2.079238415,3,1.0,74.96590154,34.57684089,1.70345268,1.792126468,192.981,11.93853846,69.9411873,52.29406795,753.3767681,962.2156092,764.1,689.211,147.6931801,88.13220047,1.877922554,1.717112162,171,30.06230769,54.11552269,70.54857668,5846.775571,2961.244846,1632.45821,62.37389477,1.583173988,1.422362539,13532.571,1377.692077,4615.561411,4168.456081,21.10841644,55.45787493,141.0,76.65346154,1.720140145,1.492651211,12.878,1.897361538,4.456626765,5.183362618,95.47522571,75.91438923,13.55336531,0.990074501,1.023990692,0.677448013,399.97342,61.52414923,140.3252648,143.5116862,92.0,92.0,92.0
Bi0.33Hg0.67Sr2Y1Cu2O7,6,2.666666667,2.153076923,1.105541597,0.530991592,1.71707598,1.454339234,821.9,1023.159769,262.1581965,327.3636242,1.743935923,1.070435185,65.705,101.0043077,55.35456734,56.94885881,1.359687477,0.746914183,156.3333333,110.5969231,110.940275,54.35326785,4.333247696,1.216302061,7.652,4.637330769,2.492882872,2.1119179,3,0.973846154,83.21278475,35.65282424,1.574845671,1.749913927,192.981,8.175112923,70.63789996,52.69038892,784.8365844,963.8144877,764.1,689.211,141.1302878,88.43347594,1.71351723,1.620733459,171,30.06230769,56.69117117,71.45294733,6562.904833,3073.629462,1646.621575,64.96833144,1.478028792,1.413532974,13532.571,1377.692077,4611.299942,4168.282527,28.00570018,60.08593411,141.0,76.65346154,1.524916197,1.385095391,12.878,1.897361538,4.801991948,5.296464411,78.05443,68.87592769,8.653995576,0.900516512,0.590455839,0.425665154,399.97342,61.52414923,144.3906313,141.7298804,74.0,74.0,74.0
Bi0.5Pb0.25S0.25Sr2Ca0.7Nd0.3Cu2O6.97,8,3.25,2.254433308,1.479019946,0.831175983,1.981791225,1.628133258,768.1375,1009.432305,248.4554585,336.3430877,2.031582219,1.099388272,81.8875,105.6375482,65.46251461,56.37747869,1.719318784,0.914935099,149.5,107.3176561,99.96635,50.07567217,4.344378763,1.224332554,6.79525,4.543588281,2.951568117,2.164925154,4,1.00539707,71.91010724,33.43805264,1.81027495,1.84126974,192.981,12.89311874,72.51722443,50.35279209,734.2657899,946.7674774,781.6,693.3582884,135.9525286,86.55877593,2.002231904,1.715356433,171,32.09329221,55.10671465,69.01449193,5403.928625,2667.151899,1728.101354,59.80129625,1.738663817,1.450165006,11338.571,1380.882025,4080.550597,3720.05769,44.43627662,66.89045561,197.63,76.36977641,1.84942879,1.497242435,12.878,1.986700077,4.095016842,5.08846093,86.9039475,79.26650059,9.608027285,0.992352992,1.122307,0.740175486,399.97342,61.67685042,133.4094609,144.1167353,75.0,75.0,75.0
Bi0.6Pb0.2S0.2Sr2Ca0.7Nd0.3Cu2O6.95,8,3.25,2.254826255,1.479019946,0.827102369,1.981791225,1.614375753,768.1375,1007.772587,248.4554585,336.967526,2.031582219,1.093536172,81.8875,105.3771429,65.46251461,55.93363564,1.719318784,0.908270659,149.5,107.5830116,99.96635,50.81824479,4.344378763,1.240271599,6.79525,4.609335907,2.951568117,2.165531397,4,1.011583012,71.91010724,33.72041326,1.81027495,1.818964078,192.981,13.03683398,72.51722443,51.33602698,734.2657899,944.9425083,781.6,693.6683398,135.9525286,86.77918862,2.002231904,1.708549323,171,32.47876448,55.10671465,69.02662922,5403.928625,2695.43873,1728.101354,60.48702962,1.738663817,1.43474743,11338.571,1383.016869,4080.550597,3734.535417,44.43627662,66.85182657,197.63,76.26764479,1.84942879,1.496444299,12.878,1.996447876,4.095016842,5.116687779,86.9039475,79.31472826,9.608027285,1.006383461,1.122307,0.736708878,399.97342,61.77289575,133.4094609,144.220422,80.0,80.0,80.0
Bi0.8Pb0.1S0.1Sr2Ca0.7Nd0.3Cu2O6.95,8,3.25,2.254826255,1.479019946,0.817712855,1.981791225,1.561771031,768.1375,1005.39112,248.4554585,338.1055063,2.031582219,1.070660062,81.8875,104.9701931,65.46251461,54.98192727,1.719318784,0.881726774,149.5,107.9305019,99.96635,52.19813514,4.344378763,1.266079893,6.79525,4.727482625,2.951568117,2.16621414,4,1.042471042,71.91010724,34.21431662,1.81027495,1.746841276,192.981,13.28444015,72.51722443,53.1813913,734.2657899,942.2546187,781.6,699.1911197,135.9525286,87.06299314,2.002231904,1.682432984,171,33.15057915,55.10671465,69.02186853,5403.928625,2743.778498,1728.101354,61.17254267,1.738663817,1.375993559,11338.571,1383.016869,4080.550597,3760.098212,44.43627662,66.93080445,197.63,76.26764479,1.84942879,1.482695932,12.878,2.00980695,4.095016842,5.168507867,86.9039475,79.1664271,9.608027285,1.023533739,1.122307,0.727942711,399.97342,61.77447876,133.4094609,144.2725258,75.0,75.0,75.0
Bi1.6Sr0.4Yb1Cu3O6.817,5,2.8,2.452523992,1.166190379,0.998374307,1.531778079,1.344335195,782.6,1024.7049,274.233922,310.5053447,1.554353648,0.982973237,82.626,119.6500351,48.65215621,33.61691956,1.386618087,0.980093946,155.4,101.4758524,109.83996,65.70777481,4.551203933,1.382650551,7.9844,5.395441523,2.605171085,2.314437209,3,1.001326363,79.72902852,38.66761459,1.376946476,1.425221469,192.981,23.35340875,71.08832499,69.22302054,743.7850671,974.126116,764.1,681.2672778,137.0719128,84.191964,1.511641237,1.502659869,174,27.10462667,63.68233664,61.18836344,5588.2858,3913.532144,1166.917203,81.33269462,1.295466396,1.046656099,9778.571,2096.454592,3738.104095,4358.801868,55.62715365,108.8125298,135.97,75.58793009,1.388507226,1.138827328,12.878,2.948164625,4.359038132,5.704205125,96.405316,98.77359724,10.30309066,1.138088257,0.617224962,0.255474141,399.97342,93.61151628,152.5385695,166.9099416,55.0,55.0,55.0
Bi1.6Sr0.4Yb1Cu3O6.999,5,2.8,2.446188168,1.166190379,0.992785291,1.531778079,1.338422961,782.6,1028.742742,274.233922,310.1803749,1.554353648,0.972182733,82.626,119.9699592,48.65215621,33.48854438,1.386618087,0.971307499,155.4,100.7271329,109.83996,65.01180403,4.551203933,1.347691668,7.9844,5.32300777,2.605171085,2.309710341,3,1.01530887,79.72902852,38.19280512,1.376946476,1.427313995,192.981,23.02643588,71.08832499,68.98439709,743.7850671,978.207263,764.1,690.1136164,137.0719128,83.53220897,1.511641237,1.501775375,174,26.7251327,63.68233664,61.08251305,5588.2858,3858.758487,1166.917203,76.85816468,1.295466396,1.046694917,9778.571,2067.081962,3738.104095,4352.519403,55.62715365,109.2242162,135.97,76.52477114,1.388507226,1.140386536,12.878,2.903778906,4.359038132,5.696654704,96.405316,97.39103265,10.30309066,1.079770583,0.617224962,0.255506938,399.97342,92.30048208,152.5385695,166.1429693,82.0,82.0,82.0
Bi2Sr2Cu2O7,4,2.75,2.461538462,1.299038106,1.082403637,1.288252305,1.245016889,827.5,1014.269231,289.6985589,327.8089439,1.329468602,0.943562783,90.4075,110.4430769,51.53670215,47.71540606,1.154421796,0.859005593,138.75,103.8461538,94.03645,64.0222,3.990572347,1.313605948,8.0555,5.042615385,2.514866859,2.302775157,3,0.769230769,65.68635754,38.15602027,1.100637313,1.230808299,192.981,23.53576923,71.19117078,67.52962347,783.8446355,955.8944008,764.1,622.5923077,121.5058948,85.00811427,1.278720308,1.370496643,171,11.69230769,60.68927006,64.92936535,5342.85725,3288.461769,757.5454786,67.85339811,0.980642981,0.981959734,9778.571,1503.845923,4143.139138,4161.287373,56.70962046,80.82834962,135.97,75.72615385,1.112766771,1.165590666,12.878,1.895846154,4.870958915,5.396732481,110.756645,68.16815846,7.386577347,0.848176473,0.365842258,0.367132225,399.97342,61.52414923,167.4969127,142.0098407,22.0,22.0,22.0
C0.47Sr2Ca0.35Y0.65Cu2.48O6.96,6,2.5,2.123160341,0.763762616,0.425210119,1.748970751,1.399800916,816.2666667,1022.568164,285.121025,329.588393,1.734106831,1.033320198,76.55,108.196708,64.15714146,54.19793934,1.363401586,0.838485061,147.5,106.0317583,51.35999167,40.40674171,7.871262205,1.426229886,24.377,8.503649884,2.40187391,2.093414376,2,1.024012393,39.52452358,30.01611289,1.587117128,1.447671377,76.89515,13.13671348,31.08858315,30.28416848,771.8815258,962.3491072,764.1,691.9353989,127.0216134,85.07318957,1.670417104,1.526874609,171,31.4879938,68.09490926,70.10679967,3312.238167,2478.872644,898.8895257,58.21429727,1.409315638,0.952613627,8958.571,1720.437967,2854.290805,3406.870388,35.74743893,72.04704072,151.53,76.71924864,0.987587982,1.340514074,104.778,3.70293416,36.28158879,19.50617524,132.00443,93.65104545,23.69818002,1.236445722,1.219494419,0.694926963,399.97342,76.82532945,139.3813614,154.814915,40.0,40.0,40.0
C0.48Sr2Ca0.4Y0.6Cu2.46O6.97,6,2.5,2.120836561,0.763762616,0.424965936,1.748970751,1.40167517,816.2666667,1023.171418,285.121025,329.6390122,1.734106831,1.034407467,76.55,108.136251,64.15714146,54.39642678,1.363401586,0.836102071,147.5,105.8264911,51.35999167,40.1408849,7.871262205,1.422433946,24.377,8.553783114,2.40187391,2.091252063,2,1.017815647,39.52452358,29.85313235,1.587117128,1.450365586,76.89515,13.12741007,31.08858315,30.13647783,771.8815258,962.8915753,764.1,690.6697909,127.0216134,84.92036564,1.670417104,1.532053659,171,31.43609605,68.09490926,70.02026449,3312.238167,2455.426811,898.8895257,57.52315922,1.409315638,0.954697011,8958.571,1706.556148,2854.290805,3396.158111,35.74743893,71.49180398,151.53,76.81463981,0.987587982,1.336915994,104.778,3.7840945,36.28158879,19.689818,132.00443,93.84858734,23.69818002,1.238033373,1.219494419,0.715117055,399.97342,76.20563419,139.3813614,154.4400544,41.1,41.1,41.1
C0.51Sr2Ca0.5Y0.5Cu2.42O6.92,6,2.5,2.118287938,0.763762616,0.42857127,1.748970751,1.408083842,816.2666667,1022.85284,285.121025,329.8190459,1.734106831,1.041532389,76.55,107.864358,64.15714146,54.87551716,1.363401586,0.836710595,147.5,105.6988327,51.35999167,39.71630739,7.871262205,1.43401809,24.377,8.774960311,2.40187391,2.088475042,2,0.99922179,39.52452358,29.60783564,1.587117128,1.452802938,76.89515,13.16066482,31.08858315,29.8602773,771.8815258,962.4448108,764.1,684.1985992,127.0216134,84.86184299,1.670417104,1.539204276,171,31.42645914,68.09490926,69.88720455,3312.238167,2421.532193,898.8895257,57.46498066,1.409315638,0.958005566,8958.571,1686.639013,2854.290805,3377.318955,35.74743893,70.16744592,151.53,76.58871595,0.987587982,1.320828241,104.778,4.047763424,36.28158879,20.26744138,132.00443,94.79252402,23.69818002,1.272147497,1.219494419,0.754263503,399.97342,75.3164254,139.3813614,153.8924923,48.9,48.9,48.9
C0.53Sr1.99Ca0.56Y0.45Cu2.39O6.94,6,2.5,2.117418351,0.763762616,0.431343726,1.748970751,1.408938095,816.2666667,1023.980482,285.121025,329.7094272,1.734106831,1.04223344,76.55,107.8561353,64.15714146,55.07798521,1.363401586,0.834896924,147.5,105.3678072,51.35999167,39.35393153,7.871262205,1.430499264,24.377,8.89051944,2.40187391,2.087363999,2,0.99222395,39.52452358,29.37638188,1.587117128,1.454949658,76.89515,13.06361812,31.08858315,29.67092954,771.8815258,963.5574235,764.1,687.0905132,127.0216134,84.6124884,1.670417104,1.543082248,171,31.12752722,68.09490926,69.76158592,3312.238167,2390.063551,898.8895257,56.53337092,1.409315638,0.961496269,8958.571,1664.42323,2854.290805,3360.506579,35.74743893,69.64867782,151.53,76.73272162,0.987587982,1.309753313,104.778,4.207567652,36.28158879,20.61260853,132.00443,94.84327101,23.69818002,1.270646223,1.219494419,0.777134606,399.97342,74.32469166,139.3813614,153.263346,54.2,54.2,54.2
C0.54Sr2Ca0.6Y0.4Cu2.38O6.89,6,2.5,2.115534738,0.763762616,0.431851359,1.748970751,1.409463265,816.2666667,1022.984934,285.121025,329.9421545,1.734106831,1.045323925,76.55,107.6444184,64.15714146,55.32748643,1.363401586,0.835547863,147.5,105.4800937,51.35999167,39.25138673,7.871262205,1.441583153,24.377,8.984510539,2.40187391,2.085539121,2,0.982045277,39.52452358,29.33446075,1.587117128,1.450295441,76.89515,13.17363169,31.08858315,29.56389611,771.8815258,962.4614893,764.1,687.0491023,127.0216134,84.72749258,1.670417104,1.540154821,171,31.3676815,68.09490926,69.73498256,3312.238167,2383.594521,898.8895257,57.07625854,1.409315638,0.957508731,8958.571,1663.93085,2854.290805,3356.548729,35.74743893,68.93377498,151.53,76.46393443,0.987587982,1.300750537,104.778,4.306824356,36.28158879,20.81848398,132.00443,95.59587324,23.69818002,1.299606324,1.219494419,0.789040334,399.97342,74.30264354,139.3813614,153.2587753,56.7,56.7,56.7
C0.55Sr2.03Ca0.62Y0.35Cu2.35O6.79,6,2.5,2.114263199,0.763762616,0.433462279,1.748970751,1.409547383,816.2666667,1021.207407,285.121025,330.481628,1.734106831,1.04923474,76.55,107.2774074,64.15714146,55.67646779,1.363401586,0.837370623,147.5,105.7974783,51.35999167,39.2757225,7.871262205,1.458420336,24.377,9.106948779,2.40187391,2.084172849,2,0.987391647,39.52452358,29.36251278,1.587117128,1.440848029,76.89515,13.49587983,31.08858315,29.54715828,771.8815258,960.4563209,764.1,685.6232467,127.0216134,84.97862556,1.670417104,1.532517341,171,32.12923562,68.09490926,69.84554022,3312.238167,2377.762247,898.8895257,58.05941235,1.409315638,0.954757051,8958.571,1658.494649,2854.290805,3348.137996,35.74743893,68.01861714,151.53,76.0579669,0.987587982,1.288872076,104.778,4.432042553,36.28158879,21.0734902,132.00443,95.99530955,23.69818002,1.334354912,1.219494419,0.80019349,399.97342,74.05985199,139.3813614,153.0432791,60.0,60.0,60.0
C0.57Sr2Ca0.7Y0.3Cu2.33O6.78,6,2.5,2.113564669,0.763762616,0.436546787,1.748970751,1.410605194,816.2666667,1021.50765,285.121025,330.3371788,1.734106831,1.051919761,76.55,107.1919558,64.15714146,55.90435508,1.363401586,0.836994767,147.5,105.5899054,51.35999167,38.90777334,7.871262205,1.463947967,24.377,9.248908517,2.40187391,2.083187199,2,0.998422713,39.52452358,29.15357565,1.587117128,1.442047098,76.89515,13.2802761,31.08858315,29.29446345,771.8815258,960.7878699,764.1,687.5550473,127.0216134,84.85940646,1.670417104,1.535107123,171,31.5307571,68.09490926,69.66927704,3312.238167,2354.991216,898.8895257,57.7883214,1.409315638,0.954156452,8958.571,1645.671244,2854.290805,3336.534057,35.74743893,67.36678122,151.53,75.98115142,0.987587982,1.276095164,104.778,4.601328076,36.28158879,21.42001314,132.00443,96.77288741,23.69818002,1.354895922,1.219494419,0.821764869,399.97342,73.48736495,139.3813614,152.7251427,60.3,60.3,60.3
C0.5Sr2.01Ca0.44Y0.55Cu2.44O6.94,6,2.5,2.120341615,0.763762616,0.428368139,1.748970751,1.405415746,816.2666667,1022.892857,285.121025,329.7247955,1.734106831,1.0387529,76.55,108.0076941,64.15714146,54.6359753,1.363401586,0.837912106,147.5,105.7895963,51.35999167,39.96445369,7.871262205,1.431546997,24.377,8.704369565,2.40187391,2.09042874,2,1.00931677,39.52452358,29.74526569,1.587117128,1.450380908,76.89515,13.20736413,31.08858315,30.03050056,771.8815258,962.5445579,764.1,687.3895963,127.0216134,84.91014875,1.670417104,1.534553376,171,31.57531056,68.09490926,69.97680395,3312.238167,2440.234259,898.8895257,57.68244573,1.409315638,0.956927137,8958.571,1696.621331,2854.290805,3386.390664,35.74743893,70.85923005,151.53,76.64962733,0.987587982,1.325587247,104.778,3.956468944,36.28158879,20.06958318,132.00443,94.24568829,23.69818002,1.257413644,1.219494419,0.734021533,399.97342,75.76207568,139.3813614,154.1400277,45.5,45.5,45.5
C1Ca3Cu2O7.1,4,2.5,2.152671756,0.866025404,0.531069531,1.33217904,1.228791921,933.3,1043.275573,283.37162,316.7900364,1.339751834,0.96831861,105.4175,108.2870229,59.98958175,57.63059944,1.135141484,0.823117426,113.5,97.69465649,32.908525,28.46812519,7.146079772,1.527247012,31.7155,12.09131298,2.37841423,2.108673716,2,0.778625954,26.44944532,23.84371811,1.188244762,1.204544093,51.5353,8.784832061,20.69235272,17.99058212,889.4949993,987.9741585,723.7,628.8022901,97.52623151,80.2612675,1.247782375,1.201520135,146,39.3129771,59.00211861,62.25763917,3192.85725,1896.194344,460.1983889,47.21500378,0.812096995,0.770518132,8958.571,1367.164435,3428.350637,3098.590795,56.61728072,61.17702908,151.53,76.34656489,0.583753594,0.910699606,104.778,7.894946565,42.562011,27.17226174,185.006645,117.5716579,23.35840853,1.714643822,1.001505261,0.926574412,399.97342,61.05429634,143.7794891,145.8110939,47.0,47.0,47.0
Ca0.1Ba1.65La1.25Cu3O6.98,5,2.2,2.096302003,0.4,0.295004961,1.594166699,1.240868812,738.22,998.8349769,299.0319675,347.5424486,1.53656958,0.902664316,66.244,111.1020416,55.57850613,46.53069481,1.209740908,0.811203992,167.0,111.7596302,79.171174,54.43320489,4.16392152,1.275510226,7.2324,4.836560863,2.168943542,2.07963892,1,1.06009245,59.99494331,35.86670572,1.389953237,1.383998615,122.90607,17.1480547,50.42495724,48.74189768,690.3281148,930.2955606,810.6,701.5791988,146.1211967,88.5677924,1.508759894,1.415482912,205,32.01848998,68.6352679,75.47672324,4033.4858,3121.64672,843.9453445,68.69855154,1.224750185,0.888921118,8958.571,2070.109829,3207.256758,3746.019466,34.73567471,90.68555757,138.63,76.59961479,1.378110416,1.031331898,12.878,2.961941448,4.165161106,5.368165996,126.205316,97.54511005,13.7839016,1.093390925,0.835026704,0.261587865,399.97342,92.43562955,155.4696702,166.8249051,8.0,8.0,8.0
